node_id,node_type,x,y,elevation_m,flood_depth_m
605,hospital,80.2042052,13.0223545,12.0,0.0
606,hospital,80.206874,13.0074586,13.0,0.0
607,hospital,80.2355951,13.0440054,13.0,5.0
608,hospital,80.2278288,13.0240792,12.0,0.0
609,hospital,80.2311788,13.0485912,12.0,3.0
610,hospital,80.2187696,13.0433091,13.0,0.0
611,hospital,80.2430315,13.0425395,14.0,5.0
612,hospital,80.2665116,13.0422887,10.0,0.0
613,hospital,80.2639461,13.0224512,7.0,0.0
614,hospital,80.2189144,12.9855882,8.0,0.0
615,hospital,80.2596237,13.0213249,9.0,0.0
