src,dst,weight,edge_type
37,270,36.292394729447636,road-road
37,698,457.2033587509037,hospital-road
37,408,18.927288196031895,road-road
37,539,427.8760901421021,road-road
37,686,369.94427634882584,hospital-road
38,60,360.41454531364286,road-road
38,551,667.090720979601,power-road
38,644,474.3108786010014,hospital-road
38,452,315.17671446944945,road-road
38,535,316.0546135746164,road-road
38,536,308.526204835909,road-road
38,288,11.868342162719621,road-road
38,711,161.76827742451042,hospital-road
38,680,103.80652103391033,hospital-road
38,689,424.9922955406146,hospital-road
38,407,454.7447741584981,road-road
38,600,248.8398149914307,hospital-road
38,408,453.8673205946964,road-road
39,608,443.6563098732429,hospital-road
39,320,361.23200309388557,road-road
39,321,361.7883855309276,road-road
39,699,332.0623158479332,hospital-road
39,653,498.0716778103582,hospital-road
39,510,183.57059711345457,road-road
39,509,181.23301813903313,road-road
39,452,207.38156307303,road-road
39,114,190.64564764488094,road-road
39,143,190.24520688995497,road-road
39,535,207.96823853576225,road-road
39,536,214.59620718809043,road-road
39,616,494.5077189794305,hospital-road
40,206,451.60105421095676,road-road
40,59,278.26864251267597,road-road
40,261,284.50311437082695,road-road
40,704,101.34694999780999,hospital-road
40,689,497.86120975413036,hospital-road
40,58,52.18367627018077,road-road
40,262,64.98752682471037,road-road
40,422,51.22356569948183,road-road
40,636,345.17826914122577,hospital-road
